"aphiaID","Kingdom","Subkingdom","Infrakingdom","Phylum","Subphylum","Infraphylum","Class","Subclass","Order","Family","Genus","Species","Superorder","Phylum (Division)","Subphylum (Subdivision)","Suborder","Subfamily","Variety","Forma","Subgenus","Superclass","rank"
149153,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia delicatissima","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149154,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Triceratiales","Triceratiaceae","Triceratium",NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149156,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Triceratiales","Triceratiaceae","Odontella","Odontella granulata","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149158,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus radiatus","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149159,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus centralis","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149160,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira fallax","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149161,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Melosirales","Melosiraceae","Schroederella",NA,"Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149162,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Melosirales","Melosiraceae","Schroederella","Schroederella schroederi","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149167,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Proboscia",NA,"Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149168,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Proboscia","Proboscia alata","Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149170,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Triceratiales","Triceratiaceae","Triceratium","Triceratium favus","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149171,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros crinitus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149173,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros fragilis","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149176,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Striatellales","Striatellaceae","Striatella",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149177,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Striatellales","Striatellaceae","Striatella","Striatella unipunctata","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149179,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Rhaponeidales","Rhaphoneidaceae","Delphineis",NA,"Bacillariophycidae incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149180,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Delphineis surirella","Bacillariophycidae incertae sedis",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149181,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Pleurosigmataceae","Pleurosigma",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149182,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma normanii","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149183,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma angulatum","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149186,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Synedra",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149187,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Fragilariales","Fragilariaceae","Synedra","Synedra ulna","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149190,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Achnanthales","Achnanthaceae",NA,NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Family"
149191,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Achnanthales","Achnanthaceae","Achnanthes",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149194,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Diploneidaceae","Diploneis","Diploneis bombus","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149195,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Diploneidaceae","Diploneis","Diploneis didymus","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149200,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Thalassiophysales","Catenulaceae","Amphora",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149208,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149210,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Naviculaceae","Haslea",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149211,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Naviculaceae","Haslea","Haslea ostrearia","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149213,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia sigma","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149216,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Psammodictyon",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149217,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Psammodictyon","Psammodictyon panduriforme","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149219,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros debilis","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149221,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros curvisetus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149225,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia imbricata","Rhizosolenianae",NA,NA,NA,NA,"Rhizosolenia imbricata var. shrubsolei",NA,NA,NA,"Variety"
149228,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros laciniosus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149230,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Leptocylindrales","Leptocylindraceae","Leptocylindrus","Leptocylindrus mediterraneus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149232,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Naviculaceae","Navicula","Navicula membranacea","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149235,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Hemiaulaceae",NA,NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Family"
149236,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Hemiaulaceae","Cerataulina",NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149241,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros affinis","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149249,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Melosirales","Melosiraceae","Melosira","Melosira italica","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149252,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Melosirales","Melosiraceae","Melosira","Melosira arenaria","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149271,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus granii","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149274,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus asteromphalus","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149278,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Aulacodiscaceae",NA,NA,"Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Family"
149279,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Aulacodiscaceae","Aulacodiscus",NA,"Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149280,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Aulacodiscaceae","Aulacodiscus","Aulacodiscus argus","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149285,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Skeletonemaceae","Detonula",NA,"Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149286,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Skeletonemaceae","Detonula","Detonula confervacea","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149288,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros atlanticus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149289,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros costatus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149291,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros brevis","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149292,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros anastomosans","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149293,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros radians","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149294,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros simplex","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149297,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros ceratosporus","Chaetocerotanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149305,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Hemiaulales","Bellerocheaceae","Bellerochea",NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149307,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus pavillardii","Coscinodiscanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149308,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira levanderi","Thalassiosiranae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149309,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Dactyliosolen",NA,"Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149310,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Dactyliosolen","Dactyliosolen fragilissimus","Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149311,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia robusta","Rhizosolenianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149313,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Fragilariopsis",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149314,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Triceratiales","Plagiogrammaceae","Plagiogramma",NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149316,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Stauroneidaceae","Stauroneis","Stauroneis membranacea","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149317,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Bacillariales","Bacillariaceae","Bacillaria","Bacillaria paradoxa","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149319,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Triceratiales","Triceratiaceae","Triceratium","Triceratium alternans","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149320,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Naviculaceae","Navicula","Navicula transitans","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149321,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Lithodesmiales","Lithodesmiaceae","Lithodesmium",NA,"Lithodesmiophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149322,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Lithodesmiales","Lithodesmiaceae","Lithodesmium","Lithodesmium undulatum","Lithodesmiophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149324,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Biddulphiales","Biddulphiaceae","Biddulphia","Biddulphia rhombus","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149328,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Triceratiales","Triceratiaceae","Cerataulus",NA,"Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149333,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Tabellariales","Tabellariaceae","Tabellaria",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149334,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Tabellariales","Tabellariaceae","Tabellaria","Tabellaria fenestrata","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149335,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Striatellales","Striatellaceae","Grammatophora",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149336,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Striatellales","Striatellaceae","Grammatophora","Grammatophora angulosa","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149338,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Striatellales","Striatellaceae","Grammatophora","Grammatophora marina","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149339,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Striatellales","Striatellaceae","Grammatophora","Grammatophora oceanica","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149340,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Striatellales","Striatellaceae","Grammatophora","Grammatophora serpentina","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149342,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Licmophorales","Licmophoraceae","Licmophora",NA,"Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149343,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Fragilariophycidae","Licmophorales","Licmophoraceae","Licmophora","Licmophora gracilis","Fragilariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149352,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Triceratiales","Plagiogrammaceae","Plagiogramma","Plagiogramma vanheurckii","Biddulphianae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149356,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Cymatosirales","Cymatosiraceae","Campylosira",NA,"Cymatosirophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149357,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Coscinodiscophycidae","Cymatosirales","Cymatosiraceae","Campylosira","Campylosira cymbelliformis","Cymatosirophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149376,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Achnanthales","Cocconeidaceae","Cocconeis","Cocconeis scutellum","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149378,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Achnanthales","Cocconeidaceae","Cocconeis","Cocconeis molesta","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149387,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Achnanthales","Achnanthaceae","Achnanthes","Achnanthes brevipes","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149391,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Cymbellales","Rhoicospheniaceae","Rhoicosphenia",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149402,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Eunotiales","Eunotiaceae","Eunotia",NA,"Eunotiophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149467,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Naviculaceae","Navicula","Navicula directa","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
149488,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Naviculaceae","Caloneis",NA,"Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Genus"
149493,"Chromista",NA,NA,"Heterokontophyta","Bacillariophytina",NA,"Bacillariophyceae","Bacillariophycidae","Naviculales","Pleurosigmataceae","Gyrosigma","Gyrosigma balticum","Bacillariophycanae",NA,NA,NA,NA,NA,NA,NA,NA,"Species"
